card_id,owner_id,level,test_mode,is_public,answer,public_url
a45709ba-a215-416a-9077-837be353a532,usyeo7d2yzf2773,81,image_to_text,1,Burj Al Arab,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/a45709ba-a215-416a-9077-837be353a532/global_1776346555813.jpg
0b246366-59c4-4002-b0b0-b1dc23ec25cc,usyeo7d2yzf2773,82,image_to_text,1,Dubai Aquarium & Underwater Zoo,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/0b246366-59c4-4002-b0b0-b1dc23ec25cc/global_1776346555813.jpg
6b29d42d-3dc5-4342-8ce3-18040b48b045,usyeo7d2yzf2773,83,image_to_text,1,Royal Ontario Museum,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/6b29d42d-3dc5-4342-8ce3-18040b48b045/global_1776346555813.jpg
abd34d14-7405-455d-a7d5-98f7b8f9a6bb,usyeo7d2yzf2773,84,image_to_text,1,CN Tower (Canada National),https://aliolo.com/storage/v1/object/public/aliolo-media/cards/abd34d14-7405-455d-a7d5-98f7b8f9a6bb/global_1776346555813.jpg
6f0f7269-934f-413b-b3d0-35bed600235d,usyeo7d2yzf2773,85,image_to_text,1,Moraine Lake,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/6f0f7269-934f-413b-b3d0-35bed600235d/global_1776346555813.jpg
3226e9eb-9752-4c94-9681-89d958b33a6c,usyeo7d2yzf2773,86,image_to_text,1,Christ the Redeemer,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/3226e9eb-9752-4c94-9681-89d958b33a6c/global_1776346555813.jpg
bb29c430-0e68-4601-99bf-218df3f49473,usyeo7d2yzf2773,87,image_to_text,1,Museu do Amanhã,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/bb29c430-0e68-4601-99bf-218df3f49473/global_1776346555813.jpg
9ef693a9-56d1-4981-a1cb-d40c8beda512,usyeo7d2yzf2773,88,image_to_text,1,Salt Cathedral,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/9ef693a9-56d1-4981-a1cb-d40c8beda512/global_1776346555813.jpg
38fa14cf-e430-4e90-963a-7f4e67d22a7a,usyeo7d2yzf2773,89,image_to_text,1,Plaza de Bolívar,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/38fa14cf-e430-4e90-963a-7f4e67d22a7a/global_1776346555813.jpg
018f1788-394a-426f-9cf4-cd47d8793a51,usyeo7d2yzf2773,90,image_to_text,1,The Little Mermaid,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/018f1788-394a-426f-9cf4-cd47d8793a51/global_1776346555813.jpg
91a2c6cd-6367-4e4d-bf5b-bf73fa0eaffa,usyeo7d2yzf2773,91,image_to_text,1,Tivoli Gardens,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/91a2c6cd-6367-4e4d-bf5b-bf73fa0eaffa/global_1776346555813.jpg
78d2a555-bfe5-4537-a798-28b29434c833,usyeo7d2yzf2773,92,image_to_text,1,Amalienborg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/78d2a555-bfe5-4537-a798-28b29434c833/global_1776346555813.jpg
557053dd-ed9e-42b7-8ce4-fc0b12d19b93,usyeo7d2yzf2773,93,image_to_text,1,Tower of London,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/557053dd-ed9e-42b7-8ce4-fc0b12d19b93/global_1776346555813.jpg
009ab84c-3d72-472e-8f2d-a8b3ff05d713,usyeo7d2yzf2773,94,image_to_text,1,Buckingham Palace,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/009ab84c-3d72-472e-8f2d-a8b3ff05d713/global_1776346555813.jpg
e566d0fa-bc4d-4430-a25c-12e9871fb7e6,usyeo7d2yzf2773,95,image_to_text,1,The British Museum,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/e566d0fa-bc4d-4430-a25c-12e9871fb7e6/global_1776346555813.jpg
80f8a693-d8b7-472d-8488-457504df74fb,usyeo7d2yzf2773,96,image_to_text,1,Stonehenge,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/80f8a693-d8b7-472d-8488-457504df74fb/global_1776346555813.jpg
329f0d4e-f5f1-49e8-b8b0-3bfaaa492d62,usyeo7d2yzf2773,97,image_to_text,1,Windsor Castle,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/329f0d4e-f5f1-49e8-b8b0-3bfaaa492d62/global_1776346555813.jpg
baee8343-7d79-4267-ac51-c87871cb47e1,usyeo7d2yzf2773,98,image_to_text,1,The Shard,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/baee8343-7d79-4267-ac51-c87871cb47e1/global_1776346555813.jpg
1c8c7f3e-59b9-4452-a21f-c29042b00a4f,usyeo7d2yzf2773,99,image_to_text,1,Westminster Abbey,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/1c8c7f3e-59b9-4452-a21f-c29042b00a4f/global_1776346555813.jpg
501538e8-1658-473c-8534-7c8975594165,usyeo7d2yzf2773,100,image_to_text,1,Havana Cathedral,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/501538e8-1658-473c-8534-7c8975594165/global_1776346555813.jpg
894c0883-3432-4478-8ec0-3e4a8374a7c1,usyeo7d2yzf2773,101,image_to_text,1,José Martí Memorial,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/894c0883-3432-4478-8ec0-3e4a8374a7c1/global_1776346555813.jpg
81b03b2d-9308-4e26-ae0e-e596305b7799,usyeo7d2yzf2773,102,image_to_text,1,Boganda National Museum,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/81b03b2d-9308-4e26-ae0e-e596305b7799/global_1776346555813.png
c4cd173a-a7d3-4cf4-b5ce-a7bd5227e2c3,usyeo7d2yzf2773,103,image_to_text,1,Manolo-Gounda-St Floris National Park,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/c4cd173a-a7d3-4cf4-b5ce-a7bd5227e2c3/global_1776346555813.webp
a381ba95-0e07-46d1-8932-f96e98408fd6,usyeo7d2yzf2773,104,image_to_text,1,Archaeological Site of the Tombs of the Kings,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/a381ba95-0e07-46d1-8932-f96e98408fd6/global_1776346555813.jpg
fccfd288-7cf5-4721-b6dc-16a0314007cb,usyeo7d2yzf2773,105,image_to_text,1,Kolossi Castle,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/fccfd288-7cf5-4721-b6dc-16a0314007cb/global_1776346555813.jpg
facc6523-99e1-432e-9e1f-ccbbd83e4247,usyeo7d2yzf2773,106,image_to_text,1,Taj Mahal,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/facc6523-99e1-432e-9e1f-ccbbd83e4247/global_1776346555813.jpg
61eab139-5563-4c28-94f7-e08df63361fb,usyeo7d2yzf2773,107,image_to_text,1,Red Fort,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/61eab139-5563-4c28-94f7-e08df63361fb/global_1776346555813.jpg
0c673dd8-478a-4f12-9d7a-d995ec4cb59f,usyeo7d2yzf2773,108,image_to_text,1,Badshahi Mosque,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/0c673dd8-478a-4f12-9d7a-d995ec4cb59f/global_1776346555813.jpg
7feddbae-24a5-4768-a388-d308756016c0,usyeo7d2yzf2773,109,image_to_text,1,"K2, Karakoram",https://aliolo.com/storage/v1/object/public/aliolo-media/cards/7feddbae-24a5-4768-a388-d308756016c0/global_1776346555813.jpg
