card_id,answer,old_url,source_heading,source_url,r2_key,public_url,content_type
bd129ac2-cabe-4e1d-befa-0b4f0dd09c5c,Bauhaus Architectural Style,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/bd129ac2-cabe-4e1d-befa-0b4f0dd09c5c.jpg,Bauhaus Architectural Style,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/06/A-house-following-Bauhaus-architectural-styles.jpeg?resize=852%2C609&ssl=1,cards/bd129ac2-cabe-4e1d-befa-0b4f0dd09c5c/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/bd129ac2-cabe-4e1d-befa-0b4f0dd09c5c/global_1776339028877.jpg,image/jpeg
ba1cc2fd-74b1-4ea5-acec-bb07b8fb0669,Beaux-Art Architecture,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/ba1cc2fd-74b1-4ea5-acec-bb07b8fb0669.jpg,Beaux-Art Architecture,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/06/Palais-Garnier-Beaux-art-architect-style.jpg?resize=1024%2C538&ssl=1,cards/ba1cc2fd-74b1-4ea5-acec-bb07b8fb0669/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/ba1cc2fd-74b1-4ea5-acec-bb07b8fb0669/global_1776339028877.jpg,image/jpeg
4c0be5b0-3bef-4dfa-a2cb-7557d4703f4d,Brutalist Architecture,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/4c0be5b0-3bef-4dfa-a2cb-7557d4703f4d.jpg,Brutalist Architecture,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/06/A-concrete-finish-building-in-Singapore-following-Brutalist-Architecture.jpg?resize=1024%2C768&ssl=1,cards/4c0be5b0-3bef-4dfa-a2cb-7557d4703f4d/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/4c0be5b0-3bef-4dfa-a2cb-7557d4703f4d/global_1776339028877.jpg,image/jpeg
a87bcad3-e785-49a1-a8ef-b2517b11d783,Byzantine Architecture,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/a87bcad3-e785-49a1-a8ef-b2517b11d783.jpg,Byzantine Architecture,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/06/Byzantine-architecture-style-of-Hagia-Irene.jpeg?resize=810%2C414&ssl=1,cards/a87bcad3-e785-49a1-a8ef-b2517b11d783/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/a87bcad3-e785-49a1-a8ef-b2517b11d783/global_1776339028877.jpg,image/jpeg
407140bc-d4a6-405c-a3f2-eea278c42766,Contemporary Architecture,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/407140bc-d4a6-405c-a3f2-eea278c42766.jpg,Contemporary Architecture,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/06/Contemporary-Architecture-building.jpg?resize=1024%2C834&ssl=1,cards/407140bc-d4a6-405c-a3f2-eea278c42766/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/407140bc-d4a6-405c-a3f2-eea278c42766/global_1776339028877.jpg,image/jpeg
5d20d0eb-349a-4dcd-8a5c-28025a3ac702,Deconstructivism Architectural Styles,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/5d20d0eb-349a-4dcd-8a5c-28025a3ac702.jpg,Deconstructivism Architectural Styles,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/06/Zaha-Hadid-Antwerp-Port-House-following-deconstructivism.jpg?resize=1024%2C811&ssl=1,cards/5d20d0eb-349a-4dcd-8a5c-28025a3ac702/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/5d20d0eb-349a-4dcd-8a5c-28025a3ac702/global_1776339028877.jpg,image/jpeg
365c5815-7b5f-41b6-acd6-2165a92c2af5,Eclectic Architecture,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/365c5815-7b5f-41b6-acd6-2165a92c2af5.jpg,Eclectic Architecture,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/09/Eclectic-Architecture-of-Paris-Opera.jpeg?resize=1024%2C688&ssl=1,cards/365c5815-7b5f-41b6-acd6-2165a92c2af5/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/365c5815-7b5f-41b6-acd6-2165a92c2af5/global_1776339028877.jpg,image/jpeg
157e853e-7063-46ad-bb48-572fcf0891c4,Expressionist Architecture,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/157e853e-7063-46ad-bb48-572fcf0891c4.jpg,Expressionist Architecture,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/06/Expressionist-architectural-style-of-Guggenheim-museum.jpg?resize=1024%2C683&ssl=1,cards/157e853e-7063-46ad-bb48-572fcf0891c4/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/157e853e-7063-46ad-bb48-572fcf0891c4/global_1776339028877.jpg,image/jpeg
5251ce0b-0d71-41c7-9f12-45c02dc6db66,Futurist Architecture,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/5251ce0b-0d71-41c7-9f12-45c02dc6db66.jpg,Futurist Architecture,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/06/Perspective-drawing-of-La-Citta-Nuova-by-SantElia-1914.jpg?resize=831%2C1024&ssl=1,cards/5251ce0b-0d71-41c7-9f12-45c02dc6db66/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/5251ce0b-0d71-41c7-9f12-45c02dc6db66/global_1776339028877.jpg,image/jpeg
44d738a6-98dc-442d-b108-9406d4e437e5,Georgian Architecture,https://aliolo.com/storage/v1/object/public/aliolo-media/f2fb4c9c-169b-447d-b8a6-dce72c4ed5ac/Architecture/44d738a6-98dc-442d-b108-9406d4e437e5.jpg,Georgian Architecture,https://i0.wp.com/simplykalaa.com/wp-content/uploads/2023/06/Georgian-architecture-of-Nostell-Priory.jpg?resize=1024%2C576&ssl=1,cards/44d738a6-98dc-442d-b108-9406d4e437e5/global_1776339028877.jpg,https://aliolo.com/storage/v1/object/public/aliolo-media/cards/44d738a6-98dc-442d-b108-9406d4e437e5/global_1776339028877.jpg,image/jpeg
